,uid,time_to_purchase,total_events,path,new_to_file
0,rbos-2575c49c-edf2-4705-a3f1-9864be0f0c07,12537354.0,8,emailemailemailemailemailemailemailemailpurchase,0
1,1336478261610983331,22784652.0,7,emailemailemaildirect mailaffiliateaffiliateorganic searchpurchase,1
2,1336478261610983331,24522824.0,16,emailemailemailemailemailemailorganic searchorganic searchorganic searchorganic searchorganic searchorganic searchpaid searchaffiliateaffiliateorganic socialpurchase,0
3,rbos-1cd08b65-e039-43b9-91ed-b66ae3539c5e,22930025.0,10,emailemailemailemailemailpaid socialpaid searchdisplaysmsnon paidpurchase,0
4,rbos-0be3d4f2-083a-4441-a620-cbce1b8c420b,22968086.0,30,emailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailpaid searchpaid searchpaid searchpaid searchdirect maildisplaydisplaydisplaydisplaydisplaydisplayorganic searchorganic searchnon paidpurchase,0
5,rbos-9e288610-8833-4508-baec-f3dc075913ce,23053558.0,10,emailemailemailemailemaildirect maildirect maildirect maildirect maildisplaypurchase,0
6,rbos-2f87f2d8-fed4-42c3-9b0a-f296e3739a4b,23260785.0,8,direct maildirect maildirect maildirect mailorganic searchorganic searchorganic searchemailpurchase,0
7,rbos-2f87f2d8-fed4-42c3-9b0a-f296e3739a4b,14993962.0,6,emaildirect maildirect mailorganic searchorganic searchorganic searchpurchase,0
8,rbos-2f87f2d8-fed4-42c3-9b0a-f296e3739a4b,15190577.0,5,direct maildirect mailorganic searchorganic searchemailpurchase,0
9,rbos-ca875163-de55-4863-9c44-3c66ce4e1a99,25607220.0,30,emailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailpaid socialpaid socialpaid socialpaid searchpaid searchpaid searchpaid searchdirect mailorganic searchorganic searchorganic searchorganic searchorganic socialpurchase,0
10,rbos-ca875163-de55-4863-9c44-3c66ce4e1a99,25470915.0,29,direct mailorganic searchorganic searchorganic searchorganic searchemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailpaid searchpaid searchpaid searchpaid socialpaid socialpaid socialorganic socialpurchase,0
11,rbos-1539f7b6-9054-4cdc-83a7-73a0ff73947e,22967967.0,9,emailemailemailemailemailemaildirect maildirect mailnon paidpurchase,0
12,rbos-621265e9-b343-4e06-8f5e-d64cd131e09b,23137182.0,5,emailemailemaildirect mailsmspurchase,0
13,4283552302176010071,22963527.0,6,emailemailemailemailemaildirect mailpurchase,0
14,rbos-ad8aee01-f4ba-4583-93a9-382d49cc29af,22956126.0,7,emailemailemailemailemailpaid searchdirect mailpurchase,0
15,rbos-8f91dad0-0671-4593-add5-a895e5af7416,2654949.0,3,emaildirect maildisplaypurchase,0
16,rbos-8f91dad0-0671-4593-add5-a895e5af7416,9122294.0,4,direct mailemaildisplaynon paidpurchase,0
17,rbos-9fcea747-13f0-4ab9-8d8c-865f84a3e8bd,11715152.0,5,emailemaildirect maildisplaydisplaypurchase,0
18,rbos-8cfda38f-db58-4e50-94c3-cbc6b646d4af,11465318.0,14,emailemailemailemailemailemailemailemailemaildirect maildisplaydisplaydisplaydisplaypurchase,0
19,rbos-8cfda38f-db58-4e50-94c3-cbc6b646d4af,13753060.0,15,displaydisplaydisplaydisplayemailemailemailemailemailemailemailemailemailemaildirect mailpurchase,0
20,rbos-07dd2f61-d863-4b4f-b169-7d4b118463f3,3846210.0,3,emailemaildirect mailpurchase,0
21,rbos-126f5fb9-e4c4-483a-b134-957b685c9851,15243120.0,22,emailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemaildirect mailpurchase,0
22,rbos-83c6488c-80c1-41f6-a31f-f55b88657c1a,15222276.0,14,emailemailemailemailemailemailemailemailemailemailemailemailemaildirect mailpurchase,0
23,rbos-a7e947a8-dcf3-4809-a9bd-576c805e0f77,3124866.0,2,emailemailpurchase,0
24,rbcr-18b9a218-f342-41ed-addf-8e591c533e8f,3285855.0,6,emailemailemailemaildirect maildisplaypurchase,0
25,rbos-15789331-8a76-45a0-ac80-7ff4eaff86d6,1853374.0,3,emailemaildirect mailpurchase,0
26,rbos-ad98bb62-af20-49db-b71c-73b0cb0bb85d,6225866.0,18,emailemailemailemailemailemailemailemailemailemailemailemailemailemailemaildirect mailsmsnon paidpurchase,0
27,5299820613266170196,6868166.0,4,emailemaildirect mailorganic searchpurchase,0
28,rbos-fe6e343a-2f69-4c24-925e-bba092ec0cea,2714924.0,3,emaildirect mailorganic searchpurchase,0
29,rbos-c054de53-aaf8-488c-8e1f-b03c99db000e,16219311.0,109,emailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemaildirect maildirect maildisplayorganic searchnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidnon paidpurchase,1
30,rbos-d36853c8-57af-4e36-9471-d715fba18191,1211624.0,4,emailpaid searchpaid searchorganic searchpurchase,0
31,rbos-06005715-6daa-4388-8c94-c65fd5510196,16209186.0,7,emailemailemailemailemailemaildirect mailpurchase,0
32,rbos-356eaffa-4c9c-41c7-805d-967baaae0738,16552127.0,14,emailemailemailemailemailemailemailemailemailemailemailemaildirect mailorganic searchpurchase,0
33,rbos-356eaffa-4c9c-41c7-805d-967baaae0738,16048279.0,15,organic searchorganic searchemailemailemailemailemailemailemailemailemailemailemailemaildirect mailpurchase,0
34,rbos-326b50a6-a4df-4460-b947-f8dd86dcf03c,14438752.0,5,emailemailorganic searchorganic searchorganic searchpurchase,0
35,rbos-b3431be9-f22c-4663-831b-bb37011b57e4,1625437.0,7,emailemailemailemailpaid searchpaid searchpaid searchpurchase,0
36,rbos-b8f69aab-1106-434e-bbdd-dbe259e0f1af,1668174.0,7,emailemailemailemaildirect mailorganic searchorganic searchpurchase,0
37,rbos-b0aea16a-3e3d-4748-af94-cf0e7a37dfa2,2650203.0,2,emailemailpurchase,0
38,rbos-63264a2f-ea16-4d7e-ae7f-dd44399a5c9b,163074.0,2,emailemailpurchase,1
39,rbos-7fe2d294-b67d-4f39-a602-806acd0d37c1,0.0,1,emailpurchase,0
40,rbos-b8fa6313-b858-4838-ae71-593c0f0c77fb,9389986.0,6,emailemailemailemailemaildirect mailpurchase,0
41,rbos-4b877a24-38ac-4ca8-9de1-05345615d5ff,7449375.0,5,emailemailemailemaildirect mailpurchase,0
42,rbos-62a75d98-a973-4006-9d19-4b4ba60a025c,8506700.0,16,emailemailemailpaid searchpaid searchpaid searchpaid searchdirect maildirect maildirect maildirect maildirect mailorganic searchorganic searchorganic searchorganic searchpurchase,0
43,rbcr-4554946d-93cc-4c82-9344-f7bc76adec9a,10793467.0,4,emailpaid searchdirect mailorganic searchpurchase,1
44,rbos-f1b66d9c-5836-4d79-ac1b-8709f2393a34,2014078.0,10,emailemailemailemailemailemailemailemaildirect maildirect mailpurchase,0
45,rbos-a281b736-0b8f-449e-9fd0-924a18ac8b6e,0.0,1,emailpurchase,0
46,rbos-d8f09a8c-2263-423a-8968-1a60c9bd6dc3,2089799.0,14,direct maildirect mailnon paidemailemailemailemailemailemailemailemailemailemailsmspurchase,0
47,rbos-d8f09a8c-2263-423a-8968-1a60c9bd6dc3,1827557.0,12,emailemailemailemailemailemailemailemailemaildirect mailsmsnon paidpurchase,0
48,rbcr-13ad51be-52a6-4a96-a5cb-548787c814ee,1820028.0,8,emailemailemailemailemaildirect mailorganic searchnon paidpurchase,0
49,rbos-d4ec2eee-c602-4d7a-bb4d-8ad9d076ada2,8335367.0,11,emailemailemailemailemailemailemailemailemailemailemailpurchase,1
50,rbos-b7e2eeef-54f6-404f-bb95-b87001469a5e,6547609.0,3,emaildirect mailorganic searchpurchase,0
51,rbos-f3b8b282-d24b-4995-806b-f437bd98cf0a,3534619.0,4,emailemailorganic searchnon paidpurchase,0
52,rbos-4397048c-b845-46cb-afa5-2aeef8695987,4184470.0,8,emailemailemailemailemailemailemailemailpurchase,0
53,rbos-4397048c-b845-46cb-afa5-2aeef8695987,6070253.0,11,emailemailemailemailemailemailemailemailemailemailnon paidpurchase,0
54,rbos-3f9e27c6-f84c-4c08-8047-6e24a90545ec,8653992.0,5,emailemaildirect mailorganic searchnon paiddirect mailorganic searchemailemailnon paidpurchase,0
55,rbos-1ca1b054-ff64-44ed-986f-572da3b86f5d,9988981.0,3,emailorganic searchorganic searchpurchase,0
56,rbos-48f8f95e-5df5-4507-a783-5d3be706cd32,15289039.0,3,emaildirect mailnon paidpurchase,0
57,rbos-651c6017-f614-4cf0-a291-72738eedc55b,13168901.0,14,emailemailemailemailemailemailemailpaid searchdirect mailaffiliateaffiliateorganic searchorganic searchnon paidpurchase,0
58,rbos-651c6017-f614-4cf0-a291-72738eedc55b,15611238.0,15,direct mailorganic searchorganic searchpaid searchemailemailemailemailemailemailemailemailnon paidaffiliateaffiliateorganic searchorganic searchdirect mailemailemailemailemailemailemailemailemailpaid searchnon paidaffiliateaffiliatepurchase,0
59,rbos-651c6017-f614-4cf0-a291-72738eedc55b,16759239.0,17,direct mailnon paidorganic searchorganic searchorganic searchpaid searchemailemailemailemailemailemailemailemailemailaffiliateaffiliatepurchase,0
60,rbos-91ab574e-3d72-4468-a6f4-e862eb15da02,2564246.0,4,emailemailemaildirect mailpurchase,0
61,rbos-051cb3ff-8e27-42fb-8ae1-8e567c5cd953,23121935.0,4,emailemailpaid searchdirect mailpurchase,0
62,rbos-42b1a56e-cb8d-4ca0-9cda-1b39fabe0d4d,24953950.0,6,emailemailemailemailpaid searchorganic searchpurchase,0
63,rbos-22b433c5-9c02-42de-810a-dae110d7a15b,11054227.0,7,emailemailemailemailemaildirect maildisplaypurchase,0
64,rbos-cb11e56e-1d07-4084-b01d-0c5d8a7540e1,9703645.0,30,emailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemaildirect mailpurchase,0
65,rbos-143f8578-9984-4435-bc60-65c4b94e378f,1505658.0,3,emailemaildirect mailpurchase,0
66,rbos-11dd5cc2-da8a-4277-979c-85bc118ef308,9021282.0,6,emailemailemailemailemailsmspurchase,0
67,rbos-38eb3bf0-8343-4520-b6f1-af9c8a792503,16874371.0,10,emailemailemailemailemailemailemailemailemaildirect maildirect mailemailemailemailemailemailemailemailemailemailpurchase,0
68,rbos-2b886e0d-a53b-405a-85c0-45074885d17b,14728904.0,19,emailemailemailpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialdisplaydisplayorganic searchorganic socialpurchase,0
69,rbos-aaaad5a0-6486-4fde-a871-41f03bb0acda,8404693.0,7,emailemailpaid searchdirect mailsmsnon paidnon paiddirect mailnon paidnon paidemailemailpaid searchsmspurchase,0
70,rbos-36831cb6-93a1-4d85-a824-fa1f6cce2624,12978150.0,9,emailemailemailemailemailemailemailemaildirect mailpurchase,0
71,rbos-c2715f45-ea7d-4d29-b720-000e13e028a0,12978676.0,2,emaildirect mailpurchase,0
72,rbos-a800a7f7-a0ee-41cb-b428-314bf69aaa66,1816490.0,3,emailorganic searchnon paidpurchase,0
73,rbos-a800a7f7-a0ee-41cb-b428-314bf69aaa66,1207448.0,4,non paidnon paidemailorganic searchpurchase,0
74,rbos-4342a8ef-b096-416a-b475-f41cd2b8cea9,611386.0,2,emaildirect mailpurchase,0
75,rbos-90f29e3b-34ba-443a-8821-b95ced1376a0,1819935.0,3,emaildirect maildirect mailpurchase,0
76,6398719251636089589,1242754.0,5,emailpaid searchpaid searchdirect mailorganic searchpurchase,0
77,6398719251636089589,320.0,3,emailpaid searchdirect mailpurchase,0
78,rbos-52dc165e-9e41-4c3a-9b28-82bccaa35826,1812504.0,2,emailemailpurchase,0
79,rbos-ed776978-8756-4958-a3e6-375ace38f18d,193636.0,4,emailemailpaid searchdirect mailpurchase,0
80,rbos-a4435342-bac1-4156-a520-b6be490e99fe,0.0,1,emailpurchase,1
81,6371285559308157789,574.0,3,emailpaid searchpaid searchpurchase,1
82,rbos-fa75c57d-c45b-4f93-a6be-24be07b523df,4825.0,2,emailemailpurchase,1
83,rbos-142772e5-5421-4e17-b7fc-b3c4f835a6d1,-6215.0,2,emaildirect mailpurchase,0
84,rbos-f3c49464-db59-4a8e-b9f7-de698269252c,1831000.0,2,emaildirect mailpurchase,0
85,rbos-6cadb62b-66b3-4b5b-ae77-8534c5a0bbe5,0.0,1,emailpurchase,0
86,rbos-13ad7ae4-ad04-4032-b93e-090d74ecfc61,202161.0,2,emailnon paidpurchase,0
87,rbos-ea252d9a-ec54-4313-82f3-aa488660ca8e,-525644.0,4,emaildirect mailorganic searchsmspurchase,0
88,rbos-0ac7771c-c47e-4527-a6a7-84667dbf37ef,645796.0,4,emailpaid searchpaid searchnon paidpurchase,0
89,rbos-cc082d8d-9aba-44d5-bea0-fc4cbda063b2,982848.0,4,paid socialpaid socialpaid socialpaid socialpurchase,1
90,rbos-2b058792-e9c1-43c3-b0f1-55e712151bd8,0.0,1,paid socialpurchase,1
91,rbos-defc4daa-9f69-42da-816d-763317ed2399,946905.0,5,paid socialpaid socialpaid socialpaid socialpaid socialpurchase,1
92,rbos-2d4b3b85-7a15-48c5-8711-e1313919d02d,1267411.0,3,paid socialpaid socialpaid socialpurchase,1
93,rbos-134262e5-1557-4cdb-9454-f50826f697c1,1247730.0,2,paid socialpaid socialpurchase,0
94,rbos-4e74ceab-8694-47da-b1c9-8fe4c2507b28,722803.0,2,paid socialpaid searchpurchase,1
95,rbos-4bca4140-4ee3-49af-93b1-1c8ad3e9e9fe,0.0,1,paid socialpurchase,0
96,rbos-d3059c32-43e1-42fe-a877-0ac1bfb757a1,-5321.0,3,paid socialpaid socialdirect mailpurchase,0
97,rbos-5bd4d722-8dc5-4264-950b-5237d63b49d6,0.0,1,paid socialpurchase,1
98,rbos-5a6e8cb5-1cf6-4836-a213-c6bdfa9dcba7,81511.0,2,paid socialdisplaypurchase,1
99,rbos-e3652899-3109-4b17-b294-0420f768714a,0.0,1,paid socialpurchase,1
100,rbos-7338d49b-1253-47a6-8476-56b8c3916109,6819001.0,2,paid socialpaid socialpurchase,1
101,rbos-2ee2dab6-ccbe-4f97-a9ed-7dcb357d3e0c,0.0,1,paid socialpurchase,1
102,rbos-0fed85b8-d489-4bed-963d-d83a2dbe0108,1060144.0,2,paid socialpaid socialpurchase,0
103,8206473570650853901,14563329.0,11,paid socialpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialdirect mailnon paidpurchase,0
104,rbos-272b194c-224c-413f-915d-047007ec13d4,288498.0,3,paid socialpaid socialpaid socialpurchase,0
105,rbos-74584a4c-5682-4f92-9a7f-1f7698c75137,224071.0,9,paid socialpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialpaid socialdirect mailpurchase,0
106,rbos-191f1a7a-a3c3-4fff-9fa3-02b5519b83b7,0.0,1,paid socialpurchase,1
107,rbos-6f664b07-e5f1-4786-91d7-71288f947c32,0.0,1,paid searchpurchase,1
108,rbos-7becf05e-54c2-4082-a151-7fa5a7ecaec3,-524.0,2,paid searchdirect mailpurchase,0
109,rbos-22b369df-100a-4a91-b8c0-b19812018231,4.0,2,paid searchnon paidpurchase,0
110,rbos-bbc8ad58-ff4e-48aa-ac09-a421140bead2,0.0,1,paid searchpurchase,1
111,rbos-7bba02c1-8363-4fdb-accf-7c0788f3b686,-36523.0,2,paid searchdirect mailpurchase,1
112,rbos-891c667c-e9fc-4a43-b381-7507497b1b82,0.0,1,paid searchpurchase,0
113,rbos-2fbc2575-2531-4bfc-a118-2595ba4eb08a,78561.0,2,paid searchdirect mailpurchase,0
114,rbos-6366e8f2-6f3d-4454-b4c8-cd567312e373,2438734.0,3,emailpaid searchpaid searchpurchase,0
115,rbos-6366e8f2-6f3d-4454-b4c8-cd567312e373,0.0,1,paid searchpurchase,1
116,rbos-b0446214-02a9-46f5-a829-762ac663af68,0.0,1,paid searchpurchase,0
117,4530267014963034269,0.0,1,paid searchpurchase,1
118,rbos-7717fbf1-7905-45ab-bf1b-cf5ae8805562,67.0,2,paid searchsmspurchase,1
119,rbos-e27f27c9-430a-4811-9c87-2e17abdb2741,45.0,2,paid searchsmspurchase,1
120,2615030168187020431,6304583.0,3,paid searchdirect mailorganic searchpaid searchorganic searchdirect mailpurchase,0
121,9211176963064602816,0.0,1,paid searchpurchase,0
122,rbos-39a1349e-93c6-47e5-8b8e-5add42329bbc,1353.0,2,paid searchorganic searchpurchase,1
123,rbos-055badfb-babb-440b-8088-70ccaf216f2b,0.0,1,paid searchpurchase,1
124,rbos-8ce97344-3f3e-40f1-85d2-251077933726,1087.0,2,paid searchorganic searchpurchase,1
125,rbos-eb35be26-5885-47b1-ab0f-c88aa6e4a99b,0.0,1,paid searchpurchase,1
126,rbos-1de55a05-6d4a-4a94-8cd0-34d6a7aedb14,27516.0,2,paid searchdirect mailpurchase,0
127,rbos-8e1f1b01-360b-417c-bda7-d83968782aa8,0.0,1,paid searchpurchase,0
128,rbos-fabe03d0-91a1-4739-b012-a226c76e2d3a,738014.0,7,paid searchpaid searchdisplaydisplaydisplaydisplayorganic searchpurchase,1
129,rbos-b9d97a08-ee33-44fb-bfe5-e5de0bd392b8,2541093.0,4,paid searchpaid searchdirect maildisplaypurchase,0
130,rbos-3b55266b-2acc-45f9-b6d1-291337bba231,15164206.0,2,paid searchdirect mailpurchase,0
131,rbcr-dcdcc50d-8fbf-46bf-8762-4f7a39a923cf,1104269.0,2,paid searchnon paidpurchase,0
132,rbos-feade387-9d58-4e4c-8613-569e5dc0afcd,23658279.0,4,paid searchpaid searchorganic searchorganic searchpurchase,0
133,rbos-13af5bd6-1d0b-4fd2-9ed4-97f718340ea4,9601739.0,5,paid searchdirect maildisplaydisplaydisplaypurchase,0
134,3746128112084859645,26091000.0,8,paid searchpaid searchdisplaydisplaydisplaydisplayorganic searchorganic searchpurchase,1
135,rbcr-17a82623-2fae-41ea-a5b2-afe1f28db2df,0.0,1,paid searchpurchase,1
136,rbos-175ccf61-b924-464b-8aa5-660f22809aa8,0.0,1,paid searchpaid searchpurchase,0
137,rbos-e7bd28da-57b7-48bc-9404-9aba0f0eeb81,1191061.0,2,paid searchdirect mailpurchase,0
138,rbos-6fb7fa95-ea66-4e1a-8e64-85c8a6c6ff38,0.0,1,paid searchpurchase,1
139,467415575189730365,0.0,1,direct mailpurchase,0
140,rbos-da23177b-c411-4429-9a10-0502f49abf69,0.0,2,direct maildirect mailpurchase,0
141,rbos-cb9fc339-8dd9-4de5-a136-19b1a31336e0,0.0,1,direct mailpurchase,0
142,rbos-08962d4a-aea7-428a-83ef-b4b2bcc9d2f2,1773895.0,2,direct mailnon paidpurchase,1
143,rbos-f776da78-0050-49b4-b015-3ebfc7aecd94,0.0,1,direct mailpurchase,0
144,rbos-46702454-2935-4039-917c-ad64a6506c54,0.0,1,direct mailpurchase,0
145,rbos-f244031e-1586-41f1-91fb-c7c78086263a,0.0,1,direct mailpurchase,0
146,rbos-59316c90-172b-49f5-bb1a-06029ca91b4e,0.0,2,direct mailsmspurchase,0
147,487638857129532818,1749305.0,2,direct mailorganic searchpurchase,0
148,rbos-763524d4-2922-4a27-9a02-2cbf1eeb78c7,696874.0,2,direct mailorganic searchpurchase,0
149,rbos-763524d4-2922-4a27-9a02-2cbf1eeb78c7,0.0,1,direct mailpurchase,0
150,rbos-836062ee-1dbf-4aa4-8f88-0363d5b94bdb,1822671.0,2,direct mailorganic searchpurchase,0
151,rbos-7ede2b2b-a960-4d8e-86cc-a149152c0537,1839211.0,2,direct mailorganic searchpurchase,0
152,rbos-c29a277f-0277-4465-bf96-d7c4c37ce4f5,0.0,1,direct mailpurchase,0
153,rbos-517485d3-394b-4514-a93d-f1f90ae86cd8,0.0,1,direct mailpurchase,0
154,7748221829848273715,1819944.0,2,direct mailorganic searchpurchase,0
155,rbos-b44421ab-ced4-4cda-a66c-fd6775f98ef1,1777548.0,2,direct mailorganic searchpurchase,0
156,rbos-8b5c8766-8aea-4c70-9185-b51a213100be,21678914.0,3,direct mailorganic searchorganic searchpurchase,0
157,1345798348978110723,533458.0,2,direct mailnon paidpurchase,0
158,rbos-4cf36729-6a68-4da8-a06c-dd908c1ddf9f,1824958.0,2,direct mailsmspurchase,1
159,rbos-a74cdbe6-91b7-4081-98cb-26b9358bb8c9,0.0,1,direct mailpurchase,1
160,rbos-c2a8eac0-2b19-413f-85bc-eccec8e9b2fc,0.0,1,direct mailpurchase,1
161,rbos-d326861b-8a45-431e-bd70-b7a54e3802b3,1475946.0,2,direct maildisplaypurchase,0
162,rbos-5850ce68-e99a-42f6-a4dd-f210cc382391,1831861.0,2,direct mailorganic searchpurchase,0
163,rbos-a8b961f6-0a03-45a9-9275-0608d7ea01b1,1824982.0,2,direct mailorganic searchpurchase,0
164,rbos-bcfea589-48d9-4d42-979c-81358b034146,1837726.0,2,direct mailorganic searchpurchase,1
165,rbos-987f9c87-e3af-483e-8128-bfc732ed97ff,1789298.0,2,direct mailorganic searchpurchase,1
166,rbos-7eeffa77-2ca8-45e8-8a23-54f3eec661f4,0.0,1,direct mailpurchase,0
167,rbos-21e889d6-48b9-411d-80eb-9f49f7f91845,1769021.0,2,direct mailsmspurchase,0
168,rbos-9da3d0f7-5cb6-45bd-99af-370f677bbd8f,0.0,1,Directpurchase,0
169,rbos-aef493e7-6c0f-453d-8deb-2a14c6ff6bb7,0.0,1,Directpurchase,0
170,rbos-9c6a1b70-fbd5-4cc9-adb9-0b3c7ed2169d,0.0,1,Directpurchase,1
171,3660035585416623226,0.0,1,Directpurchase,1
172,rbos-581e7b1b-79dd-4a87-b06d-3dfde3e6009e,0.0,1,Directpurchase,0
173,rbos-d193c667-3772-47d1-88dd-add19521c3c2,0.0,1,Directpurchase,1
174,253336663214625648,0.0,1,Directpurchase,1
175,rbos-1ddb87f1-0ad9-4ae7-a325-ed8d2cf0a552,0.0,1,Directpurchase,0
176,rbos-5ba62278-d352-4c52-9ecb-b0634933abed,0.0,1,Directnon paidpurchase,0
177,rbos-0d709346-8f9d-470f-a5ad-cb361f36f68d,0.0,1,Directpurchase,0
178,rbos-4f161c6a-7a98-4aca-925f-603dfb9d72d2,0.0,1,Directpurchase,0
179,rbos-84ca73d1-3abf-4955-a8e4-00b501b4b12e,0.0,1,Directpurchase,1
180,rbos-c2535ccb-952f-4e61-b375-1070d960b2fd,0.0,1,Directpurchase,1
181,rbos-cf106a1d-86a9-4361-9e8e-0a47e82b2912,0.0,1,Directpurchase,0
182,rbos-0a3f0a83-e70a-4f2d-8e04-f99c5c149932,0.0,1,Directpurchase,1
183,rbos-d2b566b6-66c2-430f-a37b-a05c29011aac,0.0,1,Directpurchase,0
184,rbos-4afc1e63-8d65-413c-9fc8-67be92035459,0.0,1,Directpurchase,0
185,rbos-716d7200-8271-465e-84d4-9a3e50a780ec,0.0,1,Directpurchase,1
186,rbos-04f764e7-0ff3-4773-a071-541db96566f7,0.0,1,Directpurchase,0
187,8803106197115741316,0.0,1,Directorganic searchpurchase,1
188,rbos-b2ec07f3-966f-43d2-b214-13d0ebd92a8f,0.0,1,Directpurchase,0
189,rbos-bf17d245-3c7a-46b0-8316-00769b5eb92d,0.0,1,Directpurchase,1
190,236832143447640419,0.0,1,displaypurchase,1
191,6649787694293524794,0.0,1,displaypurchase,1
192,rbos-85e6c6b1-723f-4e64-b3bc-4236dc02d675,0.0,1,organic searchpurchase,1
193,rbos-76560397-cd43-4964-a617-96887abea96e,0.0,1,organic searchpurchase,1
194,rbos-2b9bb62f-d184-49dc-91b2-909ba7a744fc,0.0,1,organic searchpurchase,1
195,rbos-0da50fa2-3df4-471f-95a3-0faa821a9479,0.0,1,organic searchpurchase,0
196,rbos-2365dcee-0125-4e12-9d57-2790eb377b03,86313.0,2,organic searchsmspurchase,0
197,rbos-c73d538d-ac8b-4d84-a1fb-428509a624af,0.0,1,organic searchpurchase,1
198,rbos-b69fc234-26f4-4152-aa6b-86084a2ac1ec,0.0,1,organic searchpurchase,1
199,rbos-3aba6507-3d29-44c5-a803-fb8fb9a401fd,0.0,1,organic searchpurchase,1
200,rbos-6c1dd524-6389-4b92-8757-89e20e2265af,0.0,1,organic searchpurchase,1
201,rbos-3876efc4-f718-4fe3-b715-fc7cb420cb92,0.0,1,organic searchpurchase,1
202,rbos-e03f268e-3dcf-4088-8053-53e7b6558753,0.0,1,smspurchase,0
203,rbos-fd882da9-7ee3-4314-b9c2-28bf9b6cb231,0.0,1,smspurchase,1
204,rbos-66a508b7-c3ff-4931-bb65-e9630b976f02,0.0,1,smspurchase,0
205,1766711112363849237,0.0,1,smspurchase,1
206,rbos-9cddc103-ce12-4cde-8559-c2e60dc85b9d,0.0,1,smspurchase,1
207,rbos-5871fbef-5bc6-4d52-a755-ee926e8a5a11,0.0,1,smspurchase,0
208,4358710040442447511,0.0,1,non paidpurchase,1
209,576075698120132590,0.0,1,organic searchpurchase,1
210,rbos-b2f56095-37f7-46d7-8937-9b108f9bda95,2055850.0,4,organic searchpaid searchpaid searchdirect mailpurchase,0
211,rbos-e199c5ad-7034-488f-aa4c-6daf5d1ee176,3866553.0,6,organic searchpaid searchpaid searchpaid searchemailnon paidpurchase,0
212,rbos-54f0b1b0-857d-4285-add9-013e734a9069,1727502.0,6,emailemailemailemailorganic searchdirect mailpurchase,0
213,rbos-54f0b1b0-857d-4285-add9-013e734a9069,2084440.0,5,organic searchdirect mailemailemailemaildirect maildirect mailemailemailorganic searchpurchase,0
214,rbos-54f0b1b0-857d-4285-add9-013e734a9069,1865557.0,2,direct mailemailpurchase,0
215,rbos-970a6fa9-4e23-43db-a80e-c13b3a72006e,6899522.0,4,organic searchpaid searchdirect mailnon paidpurchase,0
216,rbos-ca005f70-8b59-42ca-8414-01608fae54e1,7811203.0,3,organic searchdirect mailnon paidpurchase,0
217,rbos-9860bbfc-57d3-483e-a130-034e36a6c2bc,5228343.0,3,organic searchpaid searchdirect mailpurchase,1
218,rbos-4c82aca4-f046-4528-af19-ea53da12bae7,0.0,1,organic searchpurchase,1
219,rbos-97756816-cb59-4afc-9df6-d2f8c2d7804c,0.0,1,organic searchpurchase,1
220,rbos-2113cca2-cb9b-4f8f-a12b-377b790c3788,5364.0,4,organic searchdirect mailemailemailpurchase,1
221,rbos-3c09e1e2-4bdc-43d2-9f02-dac19cccd098,4265450.0,2,organic searchdirect mailpurchase,0
222,rbos-a4b9ee41-c893-4576-b0bb-0804aaa20ce6,1125722.0,3,organic searchdirect mailemailpurchase,0
223,rbos-a4b9ee41-c893-4576-b0bb-0804aaa20ce6,0.0,1,direct mailpurchase,0
224,rbos-6cf4ca46-e174-499d-a41e-2e6faf7fd0e8,4296.0,3,organic searchnon paidnon paidpurchase,1
225,rbos-00ad2e1c-7625-41df-ac4c-0c538efc04ae,0.0,1,organic searchpurchase,0
226,rbos-1b5c8f3b-d6d8-4708-903d-da5684fc8d1b,644565.0,2,paid searchdirect mailpurchase,1
227,rbos-1ce28bd8-ed4f-4aae-b96d-3b4a58c01e57,10092416.0,3,paid searchdirect maildisplaypurchase,0
228,rbos-43ee618f-4b46-4dbe-be32-8c2fe95b2e7a,10115405.0,2,paid searchdirect mailpurchase,1
229,rbos-1e07c2bc-a022-4613-aa8a-e09a7bbd9225,1300.0,3,paid searchpaid searchsmspurchase,1
230,rbos-4de5b8f2-04c9-489d-a09f-8ddc1b2b6600,30905.0,2,paid searchsmspurchase,1
