,uid,time_to_purchase,total_events,path,new_to_file
894,rbos-aa99150f-63ca-43e2-8e5f-c58889489e31,0.0,1,direct mailpurchase,0
895,rbos-a64e4e99-2539-45ff-962e-dea4c8ee73f0,0.0,4,direct mailemailemailemailpurchase,0
896,rbos-06604db8-8aec-473c-ac2e-511103075299,0.0,1,direct mailpurchase,0
897,rbos-1f0c9501-f77d-415e-b660-adfa391f1eff,6346766.0,3,direct mailemailpaid searchpurchase,0
898,rbos-bb932d81-5788-440f-b20b-98616d21afe5,0.0,1,non paidpurchase,0
899,rbos-293954b0-9da4-4a33-8cba-2bc295be1acd,5731387.0,5,non paidnon paidnon paidnon paidemailpurchase,0
900,rbos-2ae2f8b5-8012-4432-ad07-592ce8df721b,5725419.0,2,non paidsmspurchase,1
901,rbos-dc5b22d1-9c8a-46a1-b905-9bc4f209d5f1,-10160.0,3,non paidemailemailpurchase,0
902,rbos-dc5b22d1-9c8a-46a1-b905-9bc4f209d5f1,0.0,1,emailpurchase,0
903,rbos-f7e3017e-aae1-41bb-ba65-d612d9503285,2796991.0,10,paid searchpaid searchpaid searchpaid searchpaid searchpaid searchorganic searchdisplaydisplaynon paidpurchase,0
904,rbos-f7e3017e-aae1-41bb-ba65-d612d9503285,2630447.0,9,paid searchpaid searchpaid searchpaid searchpaid searchpaid searchdisplaydisplayorganic searchpurchase,0
905,rbos-f7e3017e-aae1-41bb-ba65-d612d9503285,3357429.0,15,non paidemailpaid searchpaid searchpaid searchpaid searchpaid searchpaid searchpaid searchorganic searchorganic searchorganic searchorganic searchdisplaydisplaypurchase,0
906,1922124730168482162,15689090.0,14,emailemailemailemailemailemailemailemailemailemailemailemailemailemailpurchase,0
907,rbos-a6f23478-0b99-4240-b8c2-61f5d5cf901e,16548235.0,10,emailemailemailemaildisplaydisplaydisplayorganic socialpaid socialpaid socialpurchase,0
908,3378020844699695152,5728527.0,6,emailemailemailemailpaid searchdisplaypurchase,1
909,rbos-c44e5294-3ff3-4097-9cb7-a34aeb63c7c9,1416070.0,3,emailorganic searchorganic searchpurchase,0
910,rbos-8b47a039-1ba2-4341-8b14-f2ce6c132405,0.0,1,emailpurchase,1
911,3280423737695771370,62240.0,3,emailpaid searchpaid searchpurchase,1
912,3607794926611471741,76148.0,6,emailemailemailpaid searchpaid searchdisplaypurchase,0
913,rbos-739d5c74-b8f9-43ea-8762-4aafcf2519ae,655427.0,2,emailsmspurchase,1
914,rbos-ac8197bf-d65d-4b5f-b308-8a47cee00cde,0.0,1,paid searchpurchase,0
915,rbos-c7514d70-2c23-43ce-8ebe-7206bc99c25c,0.0,1,paid searchpurchase,1
916,rbcr-5905a7b7-beee-4df8-b070-286ae7997434,3263180.0,3,paid searchorganic searchorganic searchpurchase,0
917,rbos-62e3e430-4e09-4f06-8e17-6c4817b6aa36,0.0,1,paid searchpaid searchpurchase,0
918,rbos-a89bff79-ace4-45dc-9bce-9e5f925e6846,7878161.0,6,paid searchpaid searchpaid searchdisplayorganic searchorganic searchpurchase,0
919,rbos-a89bff79-ace4-45dc-9bce-9e5f925e6846,7461781.0,4,paid searchpaid searchorganic searchdisplaypurchase,0
920,rbos-81049149-c9bd-4cc6-8431-324f4b0d9007,4142712.0,4,paid searchpaid searchpaid searchorganic searchpurchase,1
921,rbos-7b9ceb0d-72b5-42db-ad12-b8a6cf4a2705,0.0,1,paid searchpurchase,1
922,rbos-e751ffeb-90c9-4a2e-a499-ec423f62bb0c,0.0,1,paid searchpurchase,1
923,1731051475395132478,2022233.0,9,paid searchpaid searchpaid searchpaid searchorganic searchdisplaydisplaydisplayorganic socialpurchase,1
924,rbos-8d7c4dca-8ddd-4977-b998-8f0d065c3c4f,2706.0,2,paid searchdisplaypurchase,1
925,rbos-6f2f5398-cdc9-4933-b6aa-c422fca2bc85,0.0,1,paid searchpurchase,0
926,rbos-df511772-02f2-4b88-aa77-7980d9113b40,0.0,1,paid searchpurchase,0
927,rbos-41ab7e81-e8dc-44a2-9aaa-14e64c1188a3,45706.0,2,paid searchdisplaypurchase,0
928,rbos-5eb103ca-b5de-4752-b7e0-6abfa68555ce,3565.0,2,paid searchsmspurchase,1
929,rbos-a63d68f8-3070-4dcc-8c02-1f04d8d78e43,0.0,1,paid searchpurchase,1
930,rbos-7d7309c4-6c01-4f05-96bf-10e7ac414524,0.0,1,organic searchpurchase,1
931,rbos-9510b937-9d81-4ec0-bda8-599e876877e3,0.0,1,organic searchpurchase,1
932,rbos-f811da40-9c63-49bb-a7d1-e06020ac2425,0.0,1,organic searchpurchase,1
933,rbos-b93d4ae0-a855-4c3a-a848-4287ef99c00b,0.0,1,organic searchpurchase,1
934,rbos-b2b53b55-5393-49de-9716-8f246ec8e00d,0.0,1,organic searchorganic searchpurchase,0
935,rbos-e9398795-547b-4f21-946a-9f406b43778d,0.0,1,organic searchpurchase,1
936,rbos-ebc42a18-2163-4bc6-bc7f-9ed243e4ddd8,0.0,1,Directpurchase,1
937,rbos-f44091ab-0997-4cac-a9da-806343e95aac,0.0,1,Directpurchase,0
938,rbos-05873ad8-05b3-4c93-9a18-8d360168055d,0.0,1,Directpurchase,0
939,rbos-2761298c-d85b-422e-922e-5c98b9b4584b,0.0,1,Directpurchase,0
940,rbos-872087e6-deb3-48ca-8cba-5fd858faa92c,0.0,1,Directpurchase,1
941,rbos-bf7cd8d9-3e9c-44ff-b9dc-568968c947b8,0.0,1,Directpurchase,1
942,rbos-0ba38253-c670-497c-a09d-d4778700db22,0.0,1,Directpurchase,1
943,3239141417344295472,0.0,1,Directpurchase,0
944,rbos-320f6dbd-cdb1-4e5b-8245-70ae4229ef3e,0.0,1,Directpurchase,0
945,rbos-0cbe25ec-74f8-433b-adc3-62d9e987c599,0.0,1,Directpurchase,0
946,rbos-b85e3baf-9729-44ca-889c-27a0a9069ba9,0.0,1,Directpurchase,1
947,rbos-42f97303-0685-47a2-95c1-4351e1a29021,0.0,1,Directpurchase,1
948,rbos-529c0359-534d-4cf1-a75f-4e584e053372,0.0,1,Directpurchase,1
949,rbcr-e2d20c38-2d93-4f33-88d6-7f19cb3709cd,0.0,1,Directpurchase,0
950,rbos-a14f8d75-1ca4-45cc-95c8-f1017ab97bac,0.0,1,Directpurchase,0
951,rbos-c4d4f8eb-9372-4c52-8388-683b80a6baf7,0.0,1,smspurchase,1
952,rbos-5741a0e7-35da-4502-8ec6-41a42d742892,0.0,1,smspurchase,1
953,rbos-3a4ded26-5496-48b1-89a8-a3ce6b9a6e34,0.0,1,paid socialpurchase,1
954,rbos-aa07568d-1379-4a0b-ae38-530f80146938,0.0,1,paid searchpurchase,1
955,rbos-3b43cd83-14e9-4d46-9faa-46e88f04b22d,0.0,1,paid searchpurchase,1
956,rbos-8dc35dae-7985-40b9-9c94-d68143a80de6,-6633.0,2,paid searchdirect mailpurchase,0
957,425267384125393079,1394281.0,3,paid searchemailpaid socialpurchase,0
958,rbos-e97fbc69-0501-4769-819f-fb30993b7189,5272048.0,2,paid searchdirect mailpurchase,0
959,rbos-932f5aa3-4623-4e11-b269-ad1dab42bac6,1186.0,3,paid searchnon paidsmspurchase,0
960,rbos-a2ca5a59-9289-4761-ab3d-1ec1132f28ed,7382.0,2,paid searchorganic searchpurchase,1
961,rbos-5ad06585-4a08-4a75-b687-9853250bc815,14844.0,3,paid searchpaid searchdirect mailpurchase,0
962,rbos-b6f367a1-5989-4900-b84e-fdcbe697f93d,1389706.0,2,paid searchorganic searchpurchase,1
963,rbos-066f9305-cdaa-47bd-add3-56ae88fd1b78,0.0,1,paid searchpurchase,1
964,rbos-1750543d-d4c0-45e1-b9aa-22b8d12baffc,0.0,1,paid searchpurchase,1
965,rbos-56ff2712-4865-4716-a6a7-84e0bcea2f00,52904.0,8,paid searchpaid searchpaid searchpaid searchorganic searchorganic searchdirect maildirect mailpurchase,0
966,rbos-56ff2712-4865-4716-a6a7-84e0bcea2f00,6606474.0,7,paid searchpaid searchpaid searchdirect maildirect mailorganic searchorganic searchpurchase,0
967,rbos-0f87a4ac-7c27-45e9-9b9b-c3c84ea6c04b,8737787.0,3,paid searchdirect maildirect mailpurchase,0
968,rbos-e4318764-9adb-4e26-8bdf-cf064f82fe2b,1373386.0,2,paid searchemailpurchase,1
969,3405108563076735837,-53205.0,6,paid searchpaid searchdisplaydisplaydisplayemailpurchase,0
970,rbos-bce25be2-ae08-4b18-8dea-1126228f9283,11430460.0,2,paid searchdirect mailpurchase,0
971,rbcr-2de2a9e6-8d08-44ea-a0a2-380ce690e81f,1320714.0,23,paid searchpaid searchpaid searchorganic searchorganic searchorganic searchorganic searchorganic searchorganic searchorganic searchorganic searchdisplaydisplaydisplaydisplaydisplaydisplaydisplaydisplayemailemaildirect maildirect mailpurchase,0
972,9053931947785515807,0.0,1,paid searchpurchase,1
973,3824690950685104118,14900168.0,5,paid searchorganic searchemailemailemailpurchase,0
974,rbos-ff2b0061-33f2-4079-b931-9b06e2e62166,14958125.0,7,paid searchemailemailemailemailemaildirect mailpaid searchemailemailemailemailemaildirect mailpurchase,0
975,rbos-b8ca8dcf-4a3f-42b7-a4d2-9bea23e650a3,3487450.0,3,paid searchpaid searchdirect mailpurchase,0
976,rbcr-19b48a39-3a9c-473f-b09f-b6c56dce4ffa,93568.0,4,paid searchpaid searchpaid searchorganic searchpurchase,1
977,1147152960671628658,13068585.0,6,paid searchemailemailemailemailemailpurchase,1
978,rbos-4215936e-107a-49e6-8c04-b4034bc55d4c,15359196.0,10,paid searchpaid searchpaid searchpaid searchorganic searchorganic searchorganic searchorganic searchdisplaydirect mailpurchase,0
979,rbos-816dac2e-8470-4122-83b8-8027192cf7bc,5913690.0,4,paid searchpaid searchemailemailpurchase,0
980,rbos-912d42dc-c255-4985-b085-4f95791b091e,16493135.0,15,paid searchdisplaydisplaydisplaydisplaydisplaydisplaydisplaydisplaydisplaydisplaydisplaydisplaydisplaydirect mailpurchase,0
981,rbos-7d22b7cc-581e-42c0-b7f0-4ab28aabe383,14436419.0,8,paid searchorganic searchemailemailemailemaildirect mailnon paidorganic searchdirect mailemailemailemailemailpaid searchnon paidpurchase,0
982,rbos-7d22b7cc-581e-42c0-b7f0-4ab28aabe383,14246408.0,7,paid searchemailemailemailemaildirect mailnon paidpurchase,0
983,rbos-4e518f05-fdd9-47b3-ba65-94cd7efc09e5,14264074.0,2,paid searchorganic searchpurchase,0
984,rbos-6f9fa7c6-7ecc-4301-93e2-93fd7335bf2c,0.0,1,paid searchpurchase,1
985,rbos-5bcee512-be08-4e79-863f-5ffb2b9d3b87,-2284047.0,2,paid searchnon paidpurchase,1
986,rbos-6a6782fb-5339-4853-8549-96f2575d9bbc,4561448.0,3,paid searchdirect maildirect mailpurchase,0
987,rbos-c2d81323-42e5-42db-b601-a999984e12b0,0.0,1,paid searchpurchase,1
988,rbos-6501b86d-c701-4089-8b62-6ba83b539283,0.0,1,paid searchpurchase,1
989,rbos-f76f5612-ae9e-45e5-b9f9-f19d5275843d,0.0,1,paid searchpurchase,1
990,rbos-20ec5b7e-b8a5-49e3-85c1-d7caacf4f17a,4558354.0,2,paid searchpaid searchpurchase,0
991,rbos-ef8bf377-ab04-4de8-8ded-ae6d152864b9,4525642.0,2,paid searchsmspurchase,0
992,rbos-ce9068b2-67b8-41d4-a435-da74b44fe941,-16809.0,3,paid searchorganic searchdirect mailpurchase,0
993,rbos-3a956b61-b5ee-4fba-a751-f60f862c996d,1384911.0,3,paid searchemaildirect mailpurchase,0
994,rbos-84457d4d-72f7-41ee-9bb1-afccd8045194,2786527.0,2,organic searchdisplaypurchase,1
995,rbos-b54c4d7e-5f74-43a9-9d18-c61899aaca00,14814752.0,7,organic searchorganic searchorganic searchorganic searchemailemaildirect mailpurchase,1
996,rbos-13bd2f1c-d3c3-4f25-b952-9443a46419b8,3071928.0,5,organic searchorganic searchemaildirect mailnon paidpurchase,0
997,rbos-7f18d5ea-0aaa-41e0-bd61-8a9fbe9a198f,1454918.0,3,organic searchorganic searchdirect mailpurchase,0
998,rbos-19d03deb-f1b1-488c-8eb4-0d0c4b927833,0.0,1,organic searchpurchase,1
999,rbos-8b6a5f24-b867-4130-a8a4-8bbf2662e6e1,14927146.0,9,organic searchemailemailemailemailemailemailemaildirect mailpurchase,0
1000,rbos-2a988458-9211-4225-a074-16c516f39d39,12536663.0,9,organic searchemailemailemailemailemailemailemailemailpurchase,0
1001,rbos-28c9d279-a21a-4d7c-a125-1b6dd2835fb6,0.0,1,organic searchpurchase,1
1002,rbos-64be4cb7-1e09-4437-855c-e9057a4cfae2,0.0,1,organic searchpurchase,0
1003,rbos-ce665e9c-9d4e-48c2-ab28-c38716e3571b,-15045.0,2,organic searchdirect mailpurchase,0
1004,rbos-136751e0-5586-4f10-93a6-f767c6f08bfc,95.0,2,organic searchsmspurchase,1
1005,rbos-dba5a876-0667-49b4-8be9-99a49887ea87,0.0,1,organic searchpurchase,1
1006,6397693743833391582,-462650.0,2,organic searchdirect mailpurchase,1
1007,rbos-3b9c36bb-da44-4dbe-9e5d-f868d4cc63d8,0.0,1,organic searchpurchase,1
1008,rbos-acb1fd9d-aa35-429d-bcb9-d03518794882,2443039.0,14,displaydisplaydisplayemailemailemailemailemailemailemailsmssmspaid socialpaid socialpurchase,1
1009,rbos-5728eab6-a0be-4251-9acb-6f67123b3935,16679787.0,12,displaydisplayemailemailemailemailemailemailemailemailemaildirect mailpurchase,0
1010,rbos-8ab19800-48a7-4686-9d09-b05b88500b9e,16042108.0,12,displayemailemailemailemailemailemailemailemailemailemaildirect mailpurchase,0
1011,rbos-15a3dd46-b845-4adb-b359-b5e6c466af5a,11583788.0,9,displayemailemailemailemailemailemailemaildirect mailpurchase,0
1012,rbos-90dba35a-4c85-42be-a704-2daca4dc6049,16926961.0,7,emailemailemailemailemaildirect maildirect mailpurchase,0
1013,rbos-8c4f8054-c675-4653-bf2a-45dea2ee7d71,2282864.0,4,emailemailemailemailpurchase,1
1014,rbos-0ec4960b-0466-47a1-a161-9bd21ae1407e,0.0,1,emailpurchase,0
1015,rbos-334da255-b2e4-4ccb-b5e5-1d00bb78ab71,7626597.0,2,emailemailpurchase,0
1016,rbos-8f552311-cb70-4a21-b269-e1fa6f7898d3,6515862.0,3,emailemaildirect mailpurchase,0
1017,rbos-086a42de-1934-4da9-a894-57a0fb0a2f1e,11074987.0,9,emailemailemailemailemailemailemailemaildirect mailpurchase,0
1018,rbos-6da0458e-21cb-4abd-9e5e-96d6bfff3c18,2204421.0,3,emailemaildirect mailpurchase,0
1019,rbos-cd5f6a82-ac35-49af-b562-9b37149c0e64,15735386.0,7,emailemailemailemailemailemaildirect mailpurchase,0
1020,rbos-588c9a5d-4d6d-4c9f-97a4-d307b402502b,13235447.0,9,emailemailemailemailemailemailemailemaildirect mailpurchase,1
1021,rbos-4051ae0c-1eaf-42b9-a46b-5b35a113e34d,2058042.0,5,emailemailemailemaildirect mailpurchase,0
1022,rbos-75e0d5a1-9139-43ba-ada7-ce5ef37f8d2d,2802540.0,6,emailemailemailemailemaildirect mailpurchase,1
1023,rbos-9ac48a9b-f2f7-49ea-9a77-24a814016d09,2808440.0,3,emailemaildirect mailpurchase,0
1024,rbos-40f9df50-5d00-4000-94df-40eacc69c895,2710433.0,3,emailemailemailpurchase,0
1025,rbos-b78d2a22-b485-42fd-b365-f28f480a91f2,3821347.0,2,emaildirect mailpurchase,0
1026,rbos-adc4cc0e-97ed-4c44-883d-05fd4e85f04c,3577062.0,2,emailemailpurchase,1
1027,rbos-690185a9-1234-4a70-8127-cc6bb1055916,1673420.0,3,emailemailemailpurchase,1
1028,5908579246129694559,1674193.0,2,emaildirect mailpurchase,0
1029,rbos-71408dd2-2cfa-48cf-b39e-a6f4de153347,1398225.0,2,emaildirect mailpurchase,0
1030,rbos-02e748b3-8ef9-487a-806a-12b456472c58,0.0,1,emailpurchase,1
1031,rbos-58e5f251-0f90-47d4-a967-e54765322280,0.0,1,emailpurchase,1
1032,rbos-50544c8d-7f37-4fc9-bc73-e3bc649ddfe8,-2981.0,2,emaildirect mailpurchase,0
1033,rbos-62967848-4657-4241-a7c1-3a396fa6de12,1390759.0,2,emaildirect mailpurchase,0
1034,rbos-8428b840-18a1-4e60-891a-a44e04b6e1da,1389754.0,2,emaildirect mailpurchase,0
1035,rbos-5064177e-6b23-4f56-9c20-7c9b6d6e8f97,1413562.0,2,emaildirect mailpurchase,1
1036,rbos-c21aa61b-0a79-455f-a432-7f8ede5b4390,105.0,2,emailnon paidpurchase,0
1037,rbos-01ee0c8d-e49e-468c-8ffd-51665d37caf1,9344.0,3,emailemaildirect mailpurchase,0
1038,rbos-15fd3b0d-d2f9-401c-b57c-8fdb000dda38,1387823.0,3,emaildirect mailsmspurchase,0
1039,rbos-7cdca24b-2aa9-4b2a-a23f-7bb2869a16b2,1386761.0,2,emailemailpurchase,1
1040,rbos-07b17403-3b39-4801-9945-2e5184454d32,1078730.0,2,emaildirect mailpurchase,0
1041,rbos-6b63be8b-1f21-48fd-a56c-75745dad3960,1397782.0,2,emaildirect mailpurchase,0
1042,rbos-a4c0e55d-bead-4a35-a6ae-14637db2af56,1389944.0,2,emaildirect mailpurchase,0
1043,3852924149138378141,0.0,1,direct mailpurchase,0
1044,rbos-1caf1954-2522-470e-bad5-ff55e4ab1d17,0.0,3,direct maildirect maildirect mailpurchase,0
1045,rbos-7028a7d2-2975-47e4-befd-386b3d1bbb75,0.0,1,direct mailpurchase,0
1046,8292398457836468570,0.0,1,direct mailpurchase,0
1047,rbos-1ba6ece2-9a0c-4c2b-bdd3-ecec8c7aee85,0.0,1,direct mailpurchase,0
1048,rbos-6228c458-4f4b-4c8e-b3e6-481af74fcddf,0.0,1,direct mailpurchase,0
1049,rbos-c0095ea8-f914-45c1-9002-155732cc677e,0.0,1,direct maildirect mailpurchase,1
1050,rbos-ec529239-541f-449b-8c8a-f47a65f1e229,0.0,1,direct mailpurchase,0
1051,rbos-70f2dc05-eb7c-428f-9dce-cab2e9918916,1353088.0,2,direct mailsmspurchase,1
1052,rbos-4a0053fd-2dd3-409f-869b-5b624b225426,1404825.0,4,direct mailpaid socialpaid socialpaid socialpurchase,0
1053,rbos-dac6b1d5-504a-44d3-b7e7-696f11accc1c,0.0,1,direct mailpurchase,1
1054,rbos-8421bd54-ffb8-46a3-bffc-bc90f101d586,0.0,1,direct mailpurchase,0
1055,rbos-a2a15f3a-26f0-45b4-ab98-158a4b41ceba,1418272.0,2,direct mailsmspurchase,0
1056,rbos-72f60558-8c0d-45ee-9709-8ab22f6f936c,0.0,1,direct mailpurchase,0
1057,rbos-899b1f57-d7df-4aa9-bd7f-2dc33b887004,34.0,2,non paidnon paidnon paidnon paidpurchase,0
1058,rbos-a6dad295-a01d-482c-99a3-adbf6ea940d0,0.0,1,non paidpurchase,1
1059,rbos-19e0ab00-beb6-46bf-9f1e-8efb12746e6c,0.0,1,smspurchase,1
1060,rbos-439b31e7-73f2-451e-a68d-bde000b7f381,0.0,1,smspurchase,1
1061,rbos-e99aab17-f91d-4693-8b8e-851f46359bc3,0.0,1,Directpurchase,1
1062,rbos-4bddff0d-68db-4abc-ba08-36e04a7c768d,0.0,1,Directpurchase,0
1063,rbos-b6262fcd-1c6c-4677-ab7e-097c0ddf7039,0.0,1,Directpurchase,1
1064,rbos-2cc42058-de38-4601-a363-34ac2a5e441e,0.0,1,Directpurchase,0
1065,rbos-d43cf8a5-d146-4ef9-8623-fb95b9859416,0.0,1,Directpurchase,1
1066,rbos-22abe972-51d8-423b-8346-ca39ae138573,0.0,1,Directpurchase,0
1067,rbos-ea294633-eae1-40e7-ab9a-3dc362757a8e,0.0,1,Directpurchase,1
1068,rbos-85027cfa-0e7a-45e2-8b6d-46e2f7026304,0.0,1,Directpurchase,0
1069,rbos-65c9838a-07f8-46f2-9f5b-87dc1a28de02,0.0,1,Directpurchase,0
1070,rbos-b0772e12-a7a3-40f8-862d-5d7021f018d6,0.0,1,Directpurchase,0
1071,rbos-6a3f0772-d37c-46ce-bca4-7be3f1d119f7,0.0,1,Directpurchase,1
1072,6487060462702362760,0.0,1,Directpurchase,1
1073,rbos-d286e014-10d8-4516-bfcf-87648aba719c,0.0,1,Directpurchase,1
1074,rbos-3445a104-16e7-456e-951e-a4d5e433ede9,0.0,1,Directpurchase,1
1075,2605719038758088716,0.0,1,Directpurchase,0
1076,rbos-3ba6022e-752e-4398-aed7-4ae47eed267a,0.0,1,paid socialpurchase,0
1077,rbos-5ccf7638-77e8-4631-8a66-d8f15f31a455,14420214.0,4,paid socialpaid socialpaid socialpaid socialpurchase,0
1078,rbos-49cf449d-2309-41ed-9ab4-55a34ec38110,0.0,1,paid socialpurchase,1
1079,rbos-eb460749-41ae-44ff-9518-007a0a5d08a3,5258631.0,3,paid socialpaid socialpaid socialpurchase,0
1080,rbos-4c67a271-bf07-4786-bfbd-b3ce5ee0931b,4800573.0,3,smsdirect mailnon paidpurchase,0
1081,rbos-07c6c549-70c4-4602-9b8a-6d1ec9e3a7a3,4781045.0,3,smsnon paidorganic searchpurchase,1
1082,rbos-bddc7128-f35d-45a5-a028-5b61e497f841,0.0,1,smspurchase,1
1083,rbos-b7d4fcb7-fda0-4a1f-864d-049ae880d35f,73752.0,2,smsdirect mailpurchase,0
1084,rbos-fe191fb5-83bb-41b4-97f5-c806031a44d4,1598548.0,2,smsorganic searchpurchase,1
1085,rbos-aad6e5f8-f7e8-4f8b-b690-84fe081241a0,-2401.0,2,smsdirect mailpurchase,0
1086,rbos-f91116b4-92aa-47d8-b8fe-8266b36c9bfa,4545460.0,3,smsdirect mailpaid searchpurchase,0
1087,rbos-e27a5249-b150-42a1-a0bf-3118f234f466,4553024.0,2,smspaid searchpurchase,1
1088,rbos-69609616-558d-48d4-a9e0-7c1323e8bb4d,1660064.0,2,direct mailemailpurchase,0
1089,rbos-de4018ad-d823-4593-bbaf-948c05541233,1675323.0,2,direct mailemailpurchase,0
1090,rbos-ec32be11-eb39-445d-ac91-89ab2604dfe3,16482992.0,32,direct mailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailpurchase,0
1091,rbos-ec32be11-eb39-445d-ac91-89ab2604dfe3,17093574.0,29,emailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemaildirect mailpurchase,0
1092,rbos-5f9b18e2-d8cd-45b7-8698-f38a5151b6d6,10390301.0,7,direct mailnon paidorganic searchpaid searchpaid searchpaid searchpaid searchpurchase,0
1093,rbos-ee32116f-d54c-41c9-aadc-29fc340168db,1651345.0,2,direct maildisplaypurchase,0
1094,rbos-9bed70c0-ca2a-4d8e-861b-35e1a6d0a304,0.0,2,direct mailpaid searchpurchase,0
1095,rbos-79a4f2bd-7870-40cb-98c5-f7e61a1b8393,13834038.0,14,direct mailpaid searchemailemailemailemailemailemailemailemailemailemailemailemailpurchase,1
1096,1902176194121512255,3192096.0,5,direct mailemailemailemailemailpurchase,0
1097,rbos-f500b794-92e8-4989-8b52-7426dff55373,2365240.0,22,direct mailpaid searchemailemailemailemailemailemailemailemailemailemailemailemaildisplaydisplaydisplaydisplaydisplaydisplaydisplaydisplaypurchase,0
1098,rbos-4bdbfba5-d007-4c91-9941-40584473cc83,8580042.0,4,direct mailemailemailemailpurchase,0
1099,rbos-3e221b91-bef2-481c-a324-c2e4fb4d0382,4741139.0,3,direct mailorganic searchorganic searchpurchase,0
1100,rbos-9da8702f-54a6-4cfe-ae4c-ade6040de26c,4580148.0,4,direct mailorganic searchemailemailpurchase,0
1101,rbos-687a968f-140d-4a57-8606-4bdb8ceffe6b,1648943.0,3,direct mailemailemailpurchase,0
1102,rbos-6555cc64-ac38-4ad4-9332-849af9c2fdb7,0.0,2,direct mailemailpurchase,0
1103,rbos-40e2c554-8640-429e-848b-3ac906dbff6c,15065349.0,5,direct mailemailemailemailemailpurchase,0
1104,rbos-3e5d8375-c29b-4a00-b217-8a32f37fdd89,1649385.0,3,direct mailorganic searchpaid searchpurchase,0
1105,rbos-35374597-19fe-4412-ae19-59fdd54b4989,16178151.0,15,direct maildirect mailnon paidpaid searchemailemailemailemailemailemailemaildisplaydisplaydisplaydisplaypurchase,0
1106,rbos-da5232ef-79ee-454a-9f7f-aaa71662bb0c,17017378.0,16,direct mailemailemailemailemailemailemailemailemailemailemailemailemailemailemailaffiliatepurchase,0
1107,rbos-446e13fe-e8ff-444f-9dfd-2231e1eb7eec,1592455.0,2,direct mailemailpurchase,0
1108,rbos-8e71e552-5579-4064-81bb-e880ca67c292,1590643.0,20,direct mailorganic searchorganic searchpaid searchpaid searchpaid searchpaid searchpaid searchemailemailemailemailemailemailemailemailemailemailemailpaid socialpurchase,0
1109,rbos-b5daff07-2b4f-4c7e-9d24-4c5169309288,0.0,1,direct mailpurchase,0
1110,rbos-31ffb2c9-a855-48f6-b858-2ff4ee0e75fb,8392257.0,3,direct mailorganic searchpaid searchpurchase,0
1111,rbos-759e3648-c336-43e1-9fb2-c84363f3f5ad,0.0,1,direct maildirect mailpurchase,0
1112,rbos-6c95f249-165f-46f4-9757-76a19ba52c6a,0.0,1,direct mailpurchase,0
1113,rbos-3120a8de-2150-4fae-8de9-cf367a398ab4,1493188.0,3,direct mailpaid searchemailpurchase,0
1114,rbos-4b118692-4ca9-41b6-bf9f-1f9ebf118f02,1654966.0,2,direct mailorganic searchpurchase,0
1115,rbos-eb8ffc29-8c7c-437c-8730-6ca567476d94,0.0,1,direct mailpurchase,0
1116,rbos-84fada11-b926-4ce4-930a-ac7d737afa71,1607554.0,20,direct mailnon paidnon paidnon paidemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailemailpurchase,0
1117,rbos-eaed83f8-e801-46d2-b5d6-118497e4ecf9,1593502.0,2,direct mailpaid searchpurchase,0
1118,rbos-fde635d2-449c-4a08-ace1-bd9591429ec7,15075643.0,6,direct mailemailemailemailemailemailpurchase,0
1119,rbos-a5f44181-6d8d-4f7f-a70d-2d07a68c8007,9554044.0,14,direct mailpaid searchemailemailemailemailemailemailemailemailemailemailpaid socialdisplaypurchase,0
1120,6206419904046204818,1005900.0,2,direct mailemailpurchase,0
1121,rbos-2100b272-f801-41b3-881a-9ee0fa04c530,1591261.0,2,direct mailemailpurchase,0
1122,rbos-13f02b87-e6c6-4a15-84c5-0c10d4cb79f1,0.0,1,direct mailpurchase,0
1123,rbos-48735872-4f86-4217-931f-869abc97463a,6011013.0,7,direct mailnon paidnon paidorganic searchpaid searchpaid searchpaid searchpurchase,0
1124,rbos-c27a142c-4068-42bf-84fb-0ef1985677c8,14490496.0,7,direct mailemailemailemailemailemailemailpurchase,0
1125,rbos-a8855b53-b80a-427a-9f5b-e5a6824c6b3b,0.0,1,direct mailpurchase,0
1126,rbos-949544ec-017b-48fd-8ae4-ffe57cc0e9f5,1591960.0,2,direct mailpaid socialpurchase,1
1127,rbos-42f9038e-0cfb-4dc4-ae2a-0fc48d7030b8,1656236.0,2,direct mailorganic searchpurchase,0
1128,rbos-f1f02764-0bcd-4f75-90d4-17d95d09e3e2,0.0,2,direct mailpaid searchpurchase,1
1129,rbos-2f91fcd0-59b4-4f01-bc7b-9f259efd98a0,4356577.0,2,direct mailorganic searchpurchase,0
1130,rbos-ccb20186-3ec3-42fa-b2b5-28866041c04d,0.0,1,direct mailpurchase,0
1131,rbos-8fa2985b-c10b-4bc7-b228-62d41987fa21,3043961.0,7,direct mailemailemailemailemailemailemailpurchase,0
1132,rbos-2fa6e701-5bb5-4899-80ed-9406b22ff149,15185712.0,7,direct mailemailemailemailemailemailemailpurchase,0
1133,rbos-c9bdf622-eb21-469d-adcd-61d68eff4794,0.0,1,direct mailpurchase,0
